Id,SalePrice
1758,136171.7
1759,168455.33
1760,150979.64
1761,123702.086
1762,191307.81
1763,166038.05
1764,106861.414
1765,153853.44
1766,181526.34
1767,199390.81
1768,143710.8
1769,181504.05
1770,148473.19
1771,118779.02
1772,122683.16
1773,123518.9
1774,108752.09
1775,140694.8
1776,124814.85
1777,117698.01
1778,131734.27
1779,121180.055
1780,180099.84
1781,121069.21
1782,90200.02
1783,144530.83
1784,100155.19
1785,131927.22
1786,147109.4
1787,179831.53
1788,58253.617
1789,104178.695
1790,78882.02
1791,200017.56
1792,147173.0
1793,131168.83
1794,148105.5
1795,128063.78
1796,127002.61
1797,120891.38
1798,124211.5
1799,124313.88
1800,127957.73
1801,113056.805
1802,141869.16
1803,154108.77
1804,146772.86
1805,137463.83
1806,105950.6
1807,117101.81
1808,109235.82
1809,121224.625
1810,167368.47
1811,103838.7
1812,86320.21
1813,122538.92
1814,105228.516
1815,50482.086
1816,105589.61
1817,119245.95
1818,148485.9
1819,128940.91
1820,29261.797
1821,83575.05
1822,148707.08
1823,20087.244
1824,150760.56
1825,135365.0
1826,99692.78
1827,101397.76
1828,147310.44
1829,91617.52
1830,153335.75
1831,139565.73
1832,66613.375
1833,140285.92
1834,120227.07
1835,151982.61
1836,121736.836
1837,85561.54
1838,123472.016
1839,98500.91
1840,171101.92
1841,142809.77
1842,93623.375
1843,128876.836
1844,137809.66
1845,138224.1
1846,149931.55
1847,171624.0
1848,51421.76
1849,105060.26
1850,112661.14
1851,168231.88
1852,126883.85
1853,116369.4
1854,185231.8
1855,141798.19
1856,215733.84
1857,118358.6
1858,149317.86
1859,119023.586
1860,144937.56
1861,118398.336
1862,259845.31
1863,259195.3
1864,260741.4
1865,319640.03
1866,334346.6
1867,235659.11
1868,291905.2
1869,212680.36
1870,220583.22
1871,238555.69
1872,164446.73
1873,233174.75
1874,144920.81
1875,205340.06
1876,195356.19
1877,206130.78
1878,185831.84
1879,137087.31
1880,137393.7
1881,208895.12
1882,266240.94
1883,193152.19
1884,211156.11
1885,239392.3
1886,287067.47
1887,208027.81
1888,266510.5
1889,157998.0
1890,115629.805
1891,136604.2
1892,104041.336
1893,128141.945
1894,128377.09
1895,142509.89
1896,125864.61
1897,106393.92
1898,119116.82
1899,149225.3
1900,137883.8
1901,166727.97
1902,139486.23
1903,223176.55
1904,134997.36
1905,188191.84
1906,188883.53
1907,207045.33
1908,110552.15
1909,129426.3
1910,116256.125
1911,201000.36
1912,319004.4
1913,173460.61
1914,50267.867
1915,340330.9
1916,52321.88
1917,259596.72
1918,133319.84
1919,163553.45
1920,115458.21
1921,402184.56
1922,299294.34
1923,213300.97
1924,225627.88
1925,205667.61
1926,400233.8
1927,129782.375
1928,144628.48
1929,133857.33
1930,114790.35
1931,148842.4
1932,137729.11
1933,184885.48
1934,188694.05
1935,178518.64
1936,183479.69
1937,189275.23
1938,163682.39
1939,233829.73
1940,163712.62
1941,169872.03
1942,175543.25
1943,202048.0
1944,326140.94
1945,388120.25
1946,156367.62
1947,332804.9
1948,185189.98
1949,242026.38
1950,190527.1
1951,230309.28
1952,218390.16
1953,161419.1
1954,173052.0
1955,144734.48
1956,279641.7
1957,143996.58
1958,294649.0
1959,142724.23
1960,110251.945
1961,117738.53
1962,92188.19
1963,106297.34
1964,116703.28
1965,150676.75
1966,149170.22
1967,285357.06
1968,457547.7
1969,393623.84
1970,427682.78
1971,471237.6
1972,336472.22
1973,273549.78
1974,279943.4
1975,496999.6
1976,253242.81
1977,373130.0
1978,347171.4
1979,342046.6
1980,183833.42
1981,347966.5
1982,226270.27
1983,207736.44
1984,157321.16
1985,215521.14
1986,213442.94
1987,164814.56
1988,179072.38
1989,199646.67
1990,214164.02
1991,252286.84
1992,223950.27
1993,151303.52
1994,227884.95
1995,191138.11
1996,239453.3
1997,299803.06
1998,337698.66
1999,275406.72
2000,326631.2
2001,248234.36
2002,239236.06
2003,245067.88
2004,273224.56
2005,214156.62
2006,238531.45
2007,244979.34
2008,219838.34
2009,188423.17
2010,203010.7
2011,138255.83
2012,168781.5
2013,185949.6
2014,185179.11
2015,206257.83
2016,187910.61
2017,206382.6
2018,125304.4
2019,125987.58
2020,99046.016
2021,102586.23
2022,175205.95
2023,141989.97
2024,218464.3
2025,388386.16
2026,165397.02
2027,161111.38
2028,147259.64
2029,169582.17
2030,285524.2
2031,259553.56
2032,296795.5
2033,290755.97
2034,160531.89
2035,216807.22
2036,194858.55
2037,196695.69
2038,363217.94
2039,226976.8
2040,299436.47
2041,315185.62
2042,201293.7
2043,171721.02
2044,166642.38
2045,218695.73
2046,134695.12
2047,142101.38
2048,133819.08
2049,129135.95
2050,190435.34
2051,108403.49
2052,117788.45
2053,141421.86
2054,82010.02
2055,151481.05
2056,145150.36
2057,114243.06
2058,221991.5
2059,121655.06
2060,158364.34
2061,170244.58
2062,123643.64
2063,113420.87
2064,143209.67
2065,113502.93
2066,156462.1
2067,113491.766
2068,109062.98
2069,83242.5
2070,124387.31
2071,108072.164
2072,77690.18
2073,141904.66
2074,192816.12
2075,145059.22
2076,121620.625
2077,149362.14
2078,115609.28
2079,127516.89
2080,115383.68
2081,108448.336
2082,103235.04
2083,152688.02
2084,103023.55
2085,116668.03
2086,144148.47
2087,112395.27
2088,92067.38
2089,67937.72
2090,138873.81
2091,115370.98
2092,121493.45
2093,129536.68
2094,109487.51
2095,147091.25
2096,78758.59
2097,100179.02
2098,158510.92
2099,61609.465
2100,86111.95
2101,122295.734
2102,123730.44
2103,100575.59
2104,122335.95
2105,135848.36
2106,75250.84
2107,264019.7
2108,114256.17
2109,104659.68
2110,134527.23
2111,156090.66
2112,145460.95
2113,110892.23
2114,113070.58
2115,153985.03
2116,124546.65
2117,153065.0
2118,128003.56
2119,109785.87
2120,116940.71
2121,90624.83
2122,111286.375
2123,88191.766
2124,159927.14
2125,125595.86
2126,143321.66
2127,173550.25
2128,130379.945
2129,104580.69
2130,145140.6
2131,144743.86
2132,116344.27
2133,128624.72
2134,128198.664
2135,77951.41
2136,77247.516
2137,102415.18
2138,127292.234
2139,141023.42
2140,139980.56
2141,149119.48
2142,121963.164
2143,139450.38
2144,124631.24
2145,122178.03
2146,159838.77
2147,142568.3
2148,126303.53
2149,146394.86
2150,217199.31
2151,93758.5
2152,202435.11
2153,174484.88
2154,102314.89
2155,150335.62
2156,254947.38
2157,236610.33
2158,227957.2
2159,185412.47
2160,150981.95
2161,232198.72
2162,367351.28
2163,362585.66
2164,253741.25
2165,183111.9
2166,156690.77
2167,223399.44
2168,205198.58
2169,200936.4
2170,225015.6
2171,139586.67
2172,139625.5
2173,174357.33
2174,225681.39
2175,294571.9
2176,314935.8
2177,226936.11
2178,216760.42
2179,136992.98
2180,207981.64
2181,188132.0
2182,211907.89
2183,190924.38
2184,124505.2
2185,109074.71
2186,153773.9
2187,147362.28
2188,156721.17
2189,244003.92
2190,78392.73
2191,83175.43
2192,86094.055
2193,92382.67
2194,108512.72
2195,103746.91
2196,99171.74
2197,116381.24
2198,172349.98
2199,169007.34
2200,156631.98
2201,133536.95
2202,222412.55
2203,135828.55
2204,181434.55
2205,101993.055
2206,131132.97
2207,205463.3
2208,253971.1
2209,222605.25
2210,117973.61
2211,129173.22
2212,117274.695
2213,116302.375
2214,140916.81
2215,96444.914
2216,140973.38
2217,71496.47
2218,55342.83
2219,39329.25
2220,55898.613
2221,344417.3
2222,258798.22
2223,290044.25
2224,215077.14
2225,123480.91
2226,196985.05
2227,218413.38
2228,231416.81
2229,264714.53
2230,149891.44
2231,213189.81
2232,188312.73
2233,157656.28
2234,236805.0
2235,222568.58
2236,283540.3
2237,366805.16
2238,202470.17
2239,108475.945
2240,160421.17
2241,163865.64
2242,117038.24
2243,125633.14
2244,101450.96
2245,100850.19
2246,139804.69
2247,106442.63
2248,127217.695
2249,117111.92
2250,127914.195
2251,90777.4
2252,169055.22
2253,149890.02
2254,180809.28
2255,192631.4
2256,178607.38
2257,214436.36
2258,173623.81
2259,181892.81
2260,146925.83
2261,176992.27
2262,197063.05
2263,358802.16
2264,459691.06
2265,174920.39
2266,297505.44
2267,397073.22
2268,398353.97
2269,139372.83
2270,192229.34
2271,224326.81
2272,176643.55
2273,154008.11
2274,170146.58
2275,166689.45
2276,191179.78
2277,185507.38
2278,149218.5
2279,123586.164
2280,108544.336
2281,160856.25
2282,179627.58
2283,105986.06
2284,125347.35
2285,142409.27
2286,121063.96
2287,340234.62
2288,284885.62
2289,405265.94
2290,431683.47
2291,298550.47
2292,430096.62
2293,453058.44
2294,393002.0
2295,474863.94
2296,271418.47
2297,314973.7
2298,317602.3
2299,388865.66
2300,348473.3
2301,292611.12
2302,241154.6
2303,249328.34
2304,232633.25
2305,171989.03
2306,174103.47
2307,186883.48
2308,227172.52
2309,298479.38
2310,208158.17
2311,189559.81
2312,191014.5
2313,180527.22
2314,150686.77
2315,195722.02
2316,207910.05
2317,174155.94
2318,210809.95
2319,168756.66
2320,211535.58
2321,251062.11
2322,173422.05
2323,164688.9
2324,165667.8
2325,221241.25
2326,164302.47
2327,204143.78
2328,231746.28
2329,194167.6
2330,182569.56
2331,330799.0
2332,384388.6
2333,293784.53
2334,247534.83
2335,234496.73
2336,306437.9
2337,212618.48
2338,286767.28
2339,204665.25
2340,416536.06
2341,222616.88
2342,224418.73
2343,222928.6
2344,220535.52
2345,225760.9
2346,220024.92
2347,196163.31
2348,265215.84
2349,186427.77
2350,286590.9
2351,272805.28
2352,233996.69
2353,260396.19
2354,129626.65
2355,156632.4
2356,147521.84
2357,189577.66
2358,189242.08
2359,133889.2
2360,113242.56
2361,141157.78
2362,251404.64
2363,137372.23
2364,156837.72
2365,247100.61
2366,174624.33
2367,218049.33
2368,221333.25
2369,209623.86
2370,178732.55
2371,177371.7
2372,205207.06
2373,291667.0
2374,333502.28
2375,249852.64
2376,291154.03
2377,437352.8
2378,141085.95
2379,217128.5
2380,140131.7
2381,147609.94
2382,204582.25
2383,198522.7
2384,238317.0
2385,155268.45
2386,131352.7
2387,131168.38
2388,96016.71
2389,120783.14
2390,138315.12
2391,143111.62
2392,117667.79
2393,169236.77
2394,130716.41
2395,221306.02
2396,153652.22
2397,212514.8
2398,123791.3
2399,46100.14
2400,57101.37
2401,105516.86
2402,138552.34
2403,135332.84
2404,146159.6
2405,156901.36
2406,135721.52
2407,118463.555
2408,148593.8
2409,121992.46
2410,158038.77
2411,116861.32
2412,154766.03
2413,124241.9
2414,150798.11
2415,136301.83
2416,124154.195
2417,123558.375
2418,128613.93
2419,141074.36
2420,120809.75
2421,154939.4
2422,113931.39
2423,138237.08
2424,156692.8
2425,199061.58
2426,126675.47
2427,151068.45
2428,188682.81
2429,113258.34
2430,132176.48
2431,118347.49
2432,140978.48
2433,140991.05
2434,128641.336
2435,138799.64
2436,104550.35
2437,99074.06
2438,132053.97
2439,102268.96
2440,124460.51
2441,73885.234
2442,82029.58
2443,124586.12
2444,134414.8
2445,80410.49
2446,145137.05
2447,214138.3
2448,142247.8
2449,117707.42
2450,143352.47
2451,138886.4
2452,206528.98
2453,88002.48
2454,118242.27
2455,125055.29
2456,128421.72
2457,127194.94
2458,135331.6
2459,121768.14
2460,129756.18
2461,128898.36
2462,117863.18
2463,126314.33
2464,189075.94
2465,128176.664
2466,106366.53
2467,147365.58
2468,78654.07
2469,57681.13
2470,171763.72
2471,217469.61
2472,173663.69
2473,100985.79
2474,57580.457
2475,219049.55
2476,101689.17
2477,121744.73
2478,148329.84
2479,94496.65
2480,142829.02
2481,116241.85
2482,129131.78
2483,101556.9
2484,123742.91
2485,127054.95
2486,160739.89
2487,135159.44
2488,163337.97
2489,148734.03
2490,147614.14
2491,89357.695
2492,176598.42
2493,135126.19
2494,146243.53
2495,65759.32
2496,231510.6
2497,148265.03
2498,101214.65
2499,83189.164
2500,120704.91
2501,138450.67
2502,143546.95
2503,94947.8
2504,143949.73
2505,218462.22
2506,267788.78
2507,286254.78
2508,265392.78
2509,203833.39
2510,227789.78
2511,179068.73
2512,205601.77
2513,219192.36
2514,232326.58
2515,153574.23
2516,178909.78
2517,140086.08
2518,152684.9
2519,209978.77
2520,217358.31
2521,195650.84
2522,223606.7
2523,121156.08
2524,143149.78
2525,142829.4
2526,129762.516
2527,112140.46
2528,125026.64
2529,130283.266
2530,109202.43
2531,265124.97
2532,226617.88
2533,194666.56
2534,204989.75
2535,344988.8
2536,237069.53
2537,226255.48
2538,173407.78
2539,186640.4
2540,164221.16
2541,171026.47
2542,163411.4
2543,130508.85
2544,130238.9
2545,144045.92
2546,120047.38
2547,139058.72
2548,172706.58
2549,156532.66
2550,236944.06
2551,145932.4
2552,124223.0
2553,70977.65
2554,113785.67
2555,124478.234
2556,104882.26
2557,113742.49
2558,164250.14
2559,122862.77
2560,144892.1
2561,113742.71
2562,140516.06
2563,144793.92
2564,205786.44
2565,146479.38
2566,142731.34
2567,120255.46
2568,199170.69
2569,204956.31
2570,115042.87
2571,187375.34
2572,146628.25
2573,227437.12
2574,263276.88
2575,132253.31
2576,125792.625
2577,151128.83
2578,72036.38
2579,54619.637
2580,118786.5
2581,107150.29
2582,101859.35
2583,265925.72
2584,163380.3
2585,165390.0
2586,223768.89
2587,197299.97
2588,140459.75
2589,142273.8
2590,212789.52
2591,203733.23
2592,236705.42
2593,262645.1
2594,180751.03
2595,186060.67
2596,322617.9
2597,189496.08
2598,321736.06
2599,316631.34
2600,161621.48
2601,139342.94
2602,69100.016
2603,93367.18
2604,86036.13
2605,59921.137
2606,149522.02
2607,217026.9
2608,189611.02
2609,158474.73
2610,115220.375
2611,129768.24
2612,152258.44
2613,126029.195
2614,127021.51
2615,157434.77
2616,139302.52
2617,173301.47
2618,178315.0
2619,187169.8
2620,180573.69
2621,182400.5
2622,178038.42
2623,253567.77
2624,275900.06
2625,342790.66
2626,182548.94
2627,158903.44
2628,451442.88
2629,565996.94
2630,374786.34
2631,445668.66
2632,433385.8
2633,305765.06
2634,358443.94
2635,149462.92
2636,184389.3
2637,162639.8
2638,275077.7
2639,186587.2
2640,146289.0
2641,93257.55
2642,184557.56
2643,94458.47
2644,132158.8
2645,105197.19
2646,92331.25
2647,105367.195
2648,145343.5
2649,144080.86
2650,143603.94
2651,141623.77
2652,388244.66
2653,243398.5
2654,246752.8
2655,363583.34
2656,327451.3
2657,350042.12
2658,282211.56
2659,325057.56
2660,324694.56
2661,350763.44
2662,343192.2
2663,274819.56
2664,294401.38
2665,301675.97
2666,316107.5
2667,165780.4
2668,183753.16
2669,161667.05
2670,293673.34
2671,201089.61
2672,192492.75
2673,226584.72
2674,221801.11
2675,165481.6
2676,188352.27
2677,199061.42
2678,248869.14
2679,267352.62
2680,258892.08
2681,412103.34
2682,284362.22
2683,512799.06
2684,312919.78
2685,307277.4
2686,283261.2
2687,350096.4
2688,215141.7
2689,202757.61
2690,457326.12
2691,179759.56
2692,134344.28
2693,187690.9
2694,116780.23
2695,190716.89
2696,190761.92
2697,188258.8
2698,190202.5
2699,163275.64
2700,150061.02
2701,158459.14
2702,93341.914
2703,119730.47
2704,140654.48
2705,109343.305
2706,111024.23
2707,129423.27
2708,129714.8
2709,104900.45
2710,133690.6
2711,321846.72
2712,324447.47
2713,177734.05
2714,148207.31
2715,173500.34
2716,127171.34
2717,175893.16
2718,237199.47
2719,154056.97
2720,179658.94
2721,129687.766
2722,159923.42
2723,139526.31
2724,120717.11
2725,128107.21
2726,139774.52
2727,189066.08
2728,175942.42
2729,146450.47
2730,135510.61
2731,144136.55
2732,116729.22
2733,146696.81
2734,155109.33
2735,130119.84
2736,147979.84
2737,116208.01
2738,138198.73
2739,154309.84
2740,131358.98
2741,139599.16
2742,157531.77
2743,145233.78
2744,164921.2
2745,137200.89
2746,138082.34
2747,154355.03
2748,123811.96
2749,122042.98
2750,139482.83
2751,128897.12
2752,191184.58
2753,152816.56
2754,239056.36
2755,126587.19
2756,100667.9
2757,63398.887
2758,85993.49
2759,152876.78
2760,142508.53
2761,144027.31
2762,132384.95
2763,179014.73
2764,136058.19
2765,305853.56
2766,143313.61
2767,79941.5
2768,140213.1
2769,119277.09
2770,144190.75
2771,108386.11
2772,109621.13
2773,165414.92
2774,129134.9
2775,126858.766
2776,128827.625
2777,149438.12
2778,102578.33
2779,123053.51
2780,104739.195
2781,107144.17
2782,86728.734
2783,130656.805
2784,132271.27
2785,137359.5
2786,77931.625
2787,126634.63
2788,67625.59
2789,186725.72
2790,119598.55
2791,109735.28
2792,44272.855
2793,188807.58
2794,105255.69
2795,120602.336
2796,102476.89
2797,221802.55
2798,114537.734
2799,134390.1
2800,56664.207
2801,112560.945
2802,125690.58
2803,135518.7
2804,135615.34
2805,105742.13
2806,67374.99
2807,167929.03
2808,160470.6
2809,130632.586
2810,132021.97
2811,164938.94
2812,150805.73
2813,114474.54
2814,122511.72
2815,98093.305
2816,272931.47
2817,144652.52
2818,131109.62
2819,150558.72
2820,130641.19
2821,100375.33
2822,212085.42
2823,270518.6
2824,200811.39
2825,139448.3
2826,125104.25
2827,141922.6
2828,217173.81
2829,198091.33
2830,225052.6
2831,170351.17
2832,269601.22
2833,270005.9
2834,221631.62
2835,207901.62
2836,193259.12
2837,145406.19
2838,151397.8
2839,188557.98
2840,208017.08
2841,212638.53
2842,228440.98
2843,152162.4
2844,163979.1
2845,124966.375
2846,218484.19
2847,203469.64
2848,214307.05
2849,206043.28
2850,270360.2
2851,243689.56
2852,237752.95
2853,237691.31
2854,138182.47
2855,215823.97
2856,218701.31
2857,183417.5
2858,192197.33
2859,109732.414
2860,122898.266
2861,123726.336
2862,199499.06
2863,116151.27
2864,229067.92
2865,141112.58
2866,137188.0
2867,96039.74
2868,99187.17
2869,119425.22
2870,126395.266
2871,84188.43
2872,24052.049
2873,78591.234
2874,154166.23
2875,99051.22
2876,162209.73
2877,144372.48
2878,165971.42
2879,139065.8
2880,88321.76
2881,165741.4
2882,175828.48
2883,182911.23
2884,186334.67
2885,196350.92
2886,216800.06
2887,84740.97
2888,129559.76
2889,46512.04
2890,84768.086
2891,124409.58
2892,45441.258
2893,85979.336
2894,46189.855
2895,332518.66
2896,265085.12
2897,208430.39
2898,144657.7
2899,206914.64
2900,152936.56
2901,200767.34
2902,189857.98
2903,320699.53
2904,350788.62
2905,96177.71
2906,210132.17
2907,116336.81
2908,132491.19
2909,143569.38
2910,74144.48
2911,61327.914
2912,152141.19
2913,78424.95
2914,71322.695
2915,75219.82
2916,83195.414
2917,147563.19
2918,101355.13
2919,216507.95
